"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Article","Input.Fact","Input.Score","Input.Type","Input.wikipediaPage","Answer.comment","Answer.goodTrivia","Answer.knew","Answer.surprising","Approve","Reject"
"3MWOYZD5WVO2X26T54HH9DHDF7SONO","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","33F859I566DTRWT3P4MKNTG4XSZBHI","A2HM35CWB7IIFM","Submitted","Mon Aug 01 08:41:44 PDT 2016","Mon Aug 01 08:41:52 PDT 2016","Tue Aug 02 08:41:52 PDT 2016","","","","8","100% (32/32)","0% (0/0)","0% (0/0)","George Soros","George Soros is in the group of American stock traders","0.856859094","ourBottom","https://en.wikipedia.org/wiki/George_Soros","{}","-1","2","-1"
"3MWOYZD5WVO2X26T54HH9DHDF7SONO","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3BC8WZX3V3WTWXOVH6K41CNE2N2RRA","A15L7DBIL7TYTW","Submitted","Mon Aug 01 09:00:20 PDT 2016","Mon Aug 01 09:00:26 PDT 2016","Tue Aug 02 09:00:26 PDT 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","George Soros","George Soros is in the group of American stock traders","0.856859094","ourBottom","https://en.wikipedia.org/wiki/George_Soros","{}","-2","2","-2"
"3MWOYZD5WVO2X26T54HH9DHDF7SONO","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3IJXV6UZ1XJG3YLCRJQVNKMNFRFIRT","A2R0YYUAWNT7UD","Submitted","Mon Aug 01 08:09:53 PDT 2016","Mon Aug 01 08:10:05 PDT 2016","Tue Aug 02 08:10:05 PDT 2016","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","George Soros","George Soros is in the group of American stock traders","0.856859094","ourBottom","https://en.wikipedia.org/wiki/George_Soros","{}","2","2","-2"
"3MWOYZD5WVO2X26T54HH9DHDF7SONO","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3LWJHTCVCCMWH64MDWVAFXZQ3DKQF8","A3JZS32RQUWGJM","Submitted","Mon Aug 01 08:16:38 PDT 2016","Mon Aug 01 08:16:52 PDT 2016","Tue Aug 02 08:16:52 PDT 2016","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","George Soros","George Soros is in the group of American stock traders","0.856859094","ourBottom","https://en.wikipedia.org/wiki/George_Soros","{}","-1","-2","-1"
"3MWOYZD5WVO2X26T54HH9DHDF7SONO","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3TGOYF991XMDSH8TPUAEBYXIGL7UUI","A2BLWUEXAHXJGW","Submitted","Mon Aug 01 08:35:05 PDT 2016","Mon Aug 01 08:35:23 PDT 2016","Tue Aug 02 08:35:23 PDT 2016","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","George Soros","George Soros is in the group of American stock traders","0.856859094","ourBottom","https://en.wikipedia.org/wiki/George_Soros","{}","-1","-2","-1"
"3ICOHX7ENCBD0F1XAKCNTPRM3CBE0Z","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3C2NJ6JBKAHRDFFI99OMRKAWPYWN22","A1OKNQ2JEXW34Q","Submitted","Mon Aug 01 08:51:26 PDT 2016","Mon Aug 01 08:51:50 PDT 2016","Tue Aug 02 08:51:50 PDT 2016","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","George Soros","Soros's profit on the bet was estimated at over $1 billion.","1.70555087","baseline","https://en.wikipedia.org/wiki/George_Soros","{}","1","-2","1"
"3ICOHX7ENCBD0F1XAKCNTPRM3CBE0Z","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3MTMREQS4VI65CJ0EP8OTL6LUYOWA5","A2HM35CWB7IIFM","Submitted","Mon Aug 01 08:23:16 PDT 2016","Mon Aug 01 08:23:28 PDT 2016","Tue Aug 02 08:23:28 PDT 2016","","","","12","100% (32/32)","0% (0/0)","0% (0/0)","George Soros","Soros's profit on the bet was estimated at over $1 billion.","1.70555087","baseline","https://en.wikipedia.org/wiki/George_Soros","{}","1","-2","1"
"3ICOHX7ENCBD0F1XAKCNTPRM3CBE0Z","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3VSOLARPKB9V9V77CZJMSTK4QNI933","A25DHXVNVC0VPW","Submitted","Mon Aug 01 09:18:01 PDT 2016","Mon Aug 01 09:18:12 PDT 2016","Tue Aug 02 09:18:12 PDT 2016","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","George Soros","Soros's profit on the bet was estimated at over $1 billion.","1.70555087","baseline","https://en.wikipedia.org/wiki/George_Soros","{}","1","-2","1"
"3ICOHX7ENCBD0F1XAKCNTPRM3CBE0Z","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3X73LLYYQ1EVS5I0SURTEOGYEHGNHM","AFDC9A6Z60W2Z","Submitted","Mon Aug 01 09:16:36 PDT 2016","Mon Aug 01 09:17:11 PDT 2016","Tue Aug 02 09:17:11 PDT 2016","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","George Soros","Soros's profit on the bet was estimated at over $1 billion.","1.70555087","baseline","https://en.wikipedia.org/wiki/George_Soros","{}","-2","-2","1"
"3ICOHX7ENCBD0F1XAKCNTPRM3CBE0Z","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3XUHV3NRVKYR2GCUOUV7K7GCNWCH5M","A32QBXDPHHSTOD","Submitted","Mon Aug 01 08:34:29 PDT 2016","Mon Aug 01 08:35:00 PDT 2016","Tue Aug 02 08:35:00 PDT 2016","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","George Soros","Soros's profit on the bet was estimated at over $1 billion.","1.70555087","baseline","https://en.wikipedia.org/wiki/George_Soros","{}","-1","-2","-1"
"3PKJ68EHDNWWMVTLMTUZWX3VU19JHR","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3AWETUDC92SP5P7310K89NOMO80ZI5","A2BLWUEXAHXJGW","Submitted","Mon Aug 01 08:52:27 PDT 2016","Mon Aug 01 08:52:39 PDT 2016","Tue Aug 02 08:52:39 PDT 2016","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of 21st-century American painters","2.069188787","ourTop","https://en.wikipedia.org/wiki/George_W._Bush","{}","1","-2","1"
"3PKJ68EHDNWWMVTLMTUZWX3VU19JHR","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3E13VNJ1NNVSATMVTPBGHT4ABTLI1X","A32QBXDPHHSTOD","Submitted","Mon Aug 01 08:23:37 PDT 2016","Mon Aug 01 08:24:33 PDT 2016","Tue Aug 02 08:24:33 PDT 2016","","","","56","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of 21st-century American painters","2.069188787","ourTop","https://en.wikipedia.org/wiki/George_W._Bush","{}","2","-2","2"
"3PKJ68EHDNWWMVTLMTUZWX3VU19JHR","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3LOZAJ85YDDWP9TMBFBVPM1URC52X0","A1F8RKCA3O05CP","Submitted","Mon Aug 01 08:39:34 PDT 2016","Mon Aug 01 08:39:45 PDT 2016","Tue Aug 02 08:39:45 PDT 2016","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of 21st-century American painters","2.069188787","ourTop","https://en.wikipedia.org/wiki/George_W._Bush","{}","1","-2","1"
"3PKJ68EHDNWWMVTLMTUZWX3VU19JHR","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3OS46CRSLFZS3L7SY2MGRELLR606VJ","AEKCK3L7OKCY9","Submitted","Mon Aug 01 08:51:25 PDT 2016","Mon Aug 01 08:51:46 PDT 2016","Tue Aug 02 08:51:46 PDT 2016","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of 21st-century American painters","2.069188787","ourTop","https://en.wikipedia.org/wiki/George_W._Bush","{}","2","2","-1"
"3PKJ68EHDNWWMVTLMTUZWX3VU19JHR","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3YDGXNSEOZUGDM717LIR22HZKHU84W","A1OKNQ2JEXW34Q","Submitted","Mon Aug 01 08:54:16 PDT 2016","Mon Aug 01 08:55:05 PDT 2016","Tue Aug 02 08:55:05 PDT 2016","","","","49","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of 21st-century American painters","2.069188787","ourTop","https://en.wikipedia.org/wiki/George_W._Bush","{}","-1","2","-1"
"3R16PJFTS3RXL3B8P7AS3NU44LO4KQ","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","345LHZDEDXSTTNVAAAEDOP7I38Q3UM","A32QBXDPHHSTOD","Submitted","Mon Aug 01 09:00:34 PDT 2016","Mon Aug 01 09:00:39 PDT 2016","Tue Aug 02 09:00:39 PDT 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of American financiers","1.050036912","ourMiddle","https://en.wikipedia.org/wiki/George_W._Bush","{}","1","-2","1"
"3R16PJFTS3RXL3B8P7AS3NU44LO4KQ","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","374TNBHA8BV2HXLHIMNY4I669OFYQI","A1OKNQ2JEXW34Q","Submitted","Mon Aug 01 09:06:23 PDT 2016","Mon Aug 01 09:07:06 PDT 2016","Tue Aug 02 09:07:06 PDT 2016","","","","43","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of American financiers","1.050036912","ourMiddle","https://en.wikipedia.org/wiki/George_W._Bush","{}","-1","-2","-2"
"3R16PJFTS3RXL3B8P7AS3NU44LO4KQ","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3OS4RQUCR9F9D02XUEYKK84RHDJFBL","A2C7UETA9SL9SK","Submitted","Mon Aug 01 08:10:29 PDT 2016","Mon Aug 01 08:15:21 PDT 2016","Tue Aug 02 08:15:21 PDT 2016","","","","292","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of American financiers","1.050036912","ourMiddle","https://en.wikipedia.org/wiki/George_W._Bush","{}","1","-2","1"
"3R16PJFTS3RXL3B8P7AS3NU44LO4KQ","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3P529IW9KYLLQ9O9LRNEYB0WT72LFJ","AEKCK3L7OKCY9","Submitted","Mon Aug 01 09:07:32 PDT 2016","Mon Aug 01 09:07:36 PDT 2016","Tue Aug 02 09:07:36 PDT 2016","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of American financiers","1.050036912","ourMiddle","https://en.wikipedia.org/wiki/George_W._Bush","","1","-2","-1"
"3R16PJFTS3RXL3B8P7AS3NU44LO4KQ","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3URFVVM165IUEG23VH9MSQCXI3LZUB","A2BLWUEXAHXJGW","Submitted","Mon Aug 01 08:22:56 PDT 2016","Mon Aug 01 08:23:07 PDT 2016","Tue Aug 02 08:23:07 PDT 2016","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of American financiers","1.050036912","ourMiddle","https://en.wikipedia.org/wiki/George_W._Bush","{}","-1","-2","-1"
"3DTJ4WT8BDFA207NEEPFZOU8LJUZEC","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","32Z9ZLUT1LKDAQICT9R6TDG34RJOH0","A25DHXVNVC0VPW","Submitted","Mon Aug 01 08:58:35 PDT 2016","Mon Aug 01 08:58:56 PDT 2016","Tue Aug 02 08:58:56 PDT 2016","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of Presidents of the United States","0.704857147","ourBottom","https://en.wikipedia.org/wiki/George_W._Bush","{}","-2","2","-2"
"3DTJ4WT8BDFA207NEEPFZOU8LJUZEC","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3OB0CAO74HPP44MEZW04V4E5I1GHY2","A2BLWUEXAHXJGW","Submitted","Mon Aug 01 08:39:03 PDT 2016","Mon Aug 01 08:39:15 PDT 2016","Tue Aug 02 08:39:15 PDT 2016","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of Presidents of the United States","0.704857147","ourBottom","https://en.wikipedia.org/wiki/George_W._Bush","{}","-1","2","-1"
"3DTJ4WT8BDFA207NEEPFZOU8LJUZEC","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3TPWUS5F891UYRGYY34FZGW9U19WC7","A1OKNQ2JEXW34Q","Submitted","Mon Aug 01 08:23:34 PDT 2016","Mon Aug 01 08:23:55 PDT 2016","Tue Aug 02 08:23:55 PDT 2016","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of Presidents of the United States","0.704857147","ourBottom","https://en.wikipedia.org/wiki/George_W._Bush","{}","-2","2","-2"
"3DTJ4WT8BDFA207NEEPFZOU8LJUZEC","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3UNH76FOCS5BWINPQTGHN9M1ZNEMYF","AS9E0S6DBSWH7","Submitted","Mon Aug 01 08:19:11 PDT 2016","Mon Aug 01 08:21:42 PDT 2016","Tue Aug 02 08:21:42 PDT 2016","","","","151","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of Presidents of the United States","0.704857147","ourBottom","https://en.wikipedia.org/wiki/George_W._Bush","{}","-2","2","-2"
"3DTJ4WT8BDFA207NEEPFZOU8LJUZEC","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3WJ1OXY92AGVFBNIGMSIF53ZCRO8A5","A3JZS32RQUWGJM","Submitted","Mon Aug 01 08:37:26 PDT 2016","Mon Aug 01 08:37:37 PDT 2016","Tue Aug 02 08:37:37 PDT 2016","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","George W. Bush is in the group of Presidents of the United States","0.704857147","ourBottom","https://en.wikipedia.org/wiki/George_W._Bush","{}","-2","2","-2"
"3HY86PZXPYID74MF63GN7UAW84HE12","395K4VYE01OS8Y32V15IJCOSE3W65A","Trivia Game!","Which fact would be good for a trivia game?","trivia, questions","$0.04","Mon Aug 01 08:03:24 PDT 2016","5","BatchId:2482873;","3600","86400","Thu Aug 04 08:03:24 PDT 2016","","","3E1QT0TDFP9ALT6GSAKVW3RIPZPI8F","A1IYFXLF8HPO0G","Submitted","Mon Aug 01 08:04:28 PDT 2016","Mon Aug 01 08:05:21 PDT 2016","Tue Aug 02 08:05:21 PDT 2016","","","","53","0% (0/0)","0% (0/0)","0% (0/0)","George W. Bush","210 pp.","1.49017737","baseline","https://en.wikipedia.org/wiki/George_W._Bush","{}","1","-2","2"
